id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1287173555570917378,1287173555570917378,1595721064000,2020-07-26,06:51:04,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:2.9, 26/07/2020 00:18:26 (Pusat gempa di darat 18 km Selatan Luwu Timur), Kedlmn:10 Km Dirasakan (MMI) II Sorowako, #BMKG",[],[],[],1,3,68,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1287173555570917378,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1287173036769185792,1287173036769185792,1595720941000,2020-07-26,06:49:01,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:2.9, 26-Jul-20 00:18:26 WIB, Lok:2.61 LS, 121.29 BT (Pusat gempa berada di darat 18 km Selatan Luwu Timur), Kedlmn:10 Km Dirasakan (MMI) II Sorowako #BMKG pic.twitter.com/GngQLjDpFS",[],[],['https://pbs.twimg.com/media/Edz1DghU4AAiViT.jpg'],1,11,66,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1287173036769185792,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1287170809438511104,1287170809438511104,1595720410000,2020-07-26,06:40:10,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:2.9, 26-Jul-20 00:18:26 WIB, Lok:2.61 LS, 121.29 BT (Pusat gempa berada di darat 18 km Luwu Timur), Kedlmn:10 Km Dirasakan (MMI) II Sorowako #BMKG pic.twitter.com/bEXnjBs5jF",[],[],['https://pbs.twimg.com/media/EdzzB4SVAAAF8Tq.jpg'],0,3,32,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1287170809438511104,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1287170627766370304,1287170627766370304,1595720366000,2020-07-26,06:39:26,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:2.9, 26-Jul-20 00:18:26 WIB, Lok:2.61 LS, 121.29 BT (Pusat gempa berada di darat 18 km Luwu Timur), Kedlmn:10 Km Dirasakan (MMI) II Sorowako #BMKG pic.twitter.com/0BwhqRHo5c",[],[],['https://pbs.twimg.com/media/Edzy3SlUEAEBxWy.jpg'],0,9,45,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1287170627766370304,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1287170538830405632,1287170538830405632,1595720345000,2020-07-26,06:39:05,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:2.9, 26/07/2020 00:18:26 (Pusat gempa di darat 18 km Luwu Timur), Kedlmn:10 Km Dirasakan (MMI) II Sorowako, #BMKG",[],[],[],0,5,32,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1287170538830405632,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1286682822325841920,1286682822325841920,1595604064000,2020-07-24,22:21:04,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4, 24/07/2020 21:41:19 (Pusat gempa di laut 46 Km Barat Daya Trenggalek), Kedlmn:95 Km Dirasakan (MMI) II Pacitan, #BMKG",[],[],[],5,25,172,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1286682822325841920,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1286682265225846785,1286682265225846785,1595603932000,2020-07-24,22:18:52,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4.0, 24-Jul-20 21:41:19 WIB, Lok:8.49 LS, 111.59 BT (Pusat gempa berada di laut 46 Km Barat Daya Trenggalek), Kedlmn:95 Km Dirasakan (MMI) II Pacitan #BMKG pic.twitter.com/FbTBHn46RH",[],[],['https://pbs.twimg.com/media/Eds2s27UEAEvkOB.jpg'],9,64,215,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1286682265225846785,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1286645828061298689,1286645828061298689,1595595244000,2020-07-24,19:54:04,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:5.0, 24-Jul-20 19:46:26 WIB, Lok:3.93 LU,122.83 BT (297 km BaratLaut TAHUNA-KEP.SANGIHE-SULUT), Kedalaman:553 Km, tidak berpotensi tsunami #BMKG",[],[],[],0,22,89,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1286645828061298689,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1286645084629303296,1286645084629303296,1595595067000,2020-07-24,19:51:07,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:5.0, 24-Jul-20 19:46:26 WIB, Lok:3.93 LU,122.83 BT (297 km BaratLaut TAHUNA-KEP.SANGIHE-SULUT), Kedlmn:553 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/JpcCfRzmyh",[],[],[],1,55,189,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1286645084629303296,False,,1,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1286322711535345665,1286322711535345665,1595518207000,2020-07-23,22:30:07,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4.1, 23/07/2020 22:03:01 (Pusat gempa di darat 4 km Barat Nuha - Luwu Timur), Kedlmn:3 Km Dirasakan (MMI) III Nuha, II-III Malili, #BMKG",[],[],[],4,24,89,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1286322711535345665,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1286322527812194304,1286322527812194304,1595518164000,2020-07-23,22:29:24,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4.1, 23-Jul-20 22:03:01 WIB, Lok:2.44 LS, 121.23 BT (Pusat gempa berada di darat 4 km Barat Nuha - Luwu Timur), Kedlmn:3 Km Dirasakan (MMI) III Nuha, II-III Malili #BMKG pic.twitter.com/khPPqTUbyP",[],[],['https://pbs.twimg.com/media/EdnvhYGVAAA6Sc_.jpg'],0,26,111,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1286322527812194304,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1286127170469769218,1286127170469769218,1595471587000,2020-07-23,09:33:07,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:2.9, 23/07/2020 08:12:06 (Pusat gempa di darat 20 km Timur Kec. Malili, Kab. Luwu), Kedlmn:7 Km Dirasakan (MMI) II-III Soroako, #BMKG",[],[],[],0,7,75,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1286127170469769218,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1286126897684873216,1286126897684873216,1595471522000,2020-07-23,09:32:02,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:2.9, 23-Jul-20 08:12:06 WIB, Lok:2.69 LS, 121.32 BT (Pusat gempa berada di darat 20 km Timur Kec. Malili, Kab. Luwu Timur), Kedlmn:7 Km Dirasakan (MMI) II-III Soroako #BMKG pic.twitter.com/NMpe4pakdP",[],[],['https://pbs.twimg.com/media/Edk9mMbUEAAZJUO.jpg'],0,20,88,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1286126897684873216,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285983857196404736,1285983857196404736,1595437418000,2020-07-23,00:03:38,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.6, 22-Jul-20 23:21:31 WIB, Lok:2.52 LS, 121.35 BT (Pusat gempa berada di darat 11 Km TimurLaut Kec. Nuha, Kab. Luwu Timur), Kedlmn:10 Km Dirasakan (MMI) II-III Soroako, II Malili #BMKG pic.twitter.com/NVlg36MOuO",[],[],['https://pbs.twimg.com/media/Edi7gKFU4AI9eUt.jpg'],2,20,103,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285983857196404736,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285983726111846401,1285983726111846401,1595437387000,2020-07-23,00:03:07,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.6, 22/07/2020 23:21:31 (Pusat gempa di darat 11 Km TimurLaut Kec. Nuha, Kab. Luwu), Kedlmn:10 Km Dirasakan (MMI) II-III Soroako, II Malili, #BMKG",[],[],[],2,20,81,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285983726111846401,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285841786515030016,1285841786515030016,1595403546000,2020-07-22,14:39:06,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4.2, 22/07/2020 14:21:21 (Pusat gempa di darat 17 km baratlaut Takengon), Kedlmn:11 Km Dirasakan (MMI) II Takengon, #BMKG",[],[],[],2,20,79,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285841786515030016,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285841676229984256,1285841676229984256,1595403520000,2020-07-22,14:38:40,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4.2, 22-Jul-20 14:21:21 WIB, Lok:4.66 LU, 96.69 BT (Pusat gempa berada di darat 17 km baratlaut Takengon), Kedlmn:11 Km Dirasakan (MMI) II Takengon #BMKG pic.twitter.com/Y0qXDIPCXg",[],[],['https://pbs.twimg.com/media/Edg6MHuU8AEqyMY.jpg'],2,24,103,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285841676229984256,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285840429666058241,1285840429666058241,1595403222000,2020-07-22,14:33:42,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.5, 22-Jul-20 14:11:23 WIB, Lok:6.80 LS, 106.30 BT (Pusat gempa berada di darat 61 km BaratDaya Bogor), Kedlmn:10 Km Dirasakan (MMI) III Citorek, III Cijaku, III Sogong Panggarangan, II-III Bayah #BMKG pic.twitter.com/epzNCHlLQQ",[],[],['https://pbs.twimg.com/media/Edg5DlNUwAAdL62.jpg'],1,28,57,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285840429666058241,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285840280428539904,1285840280428539904,1595403187000,2020-07-22,14:33:07,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.5, 22/07/2020 14:11:23 (Pusat gempa di darat 61 km BaratDaya Bogor), Kedlmn:10 Km Dirasakan (MMI) III Citorek, III Cijaku, III Sogong Panggarangan, II-III Bayah, #BMKG",[],[],[],1,26,71,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285840280428539904,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285571507486220289,1285571507486220289,1595339106000,2020-07-21,20:45:06,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:2.8, 21/07/2020 20:21:43 (Pusat gempa di darat 10 km Tenggara Kota Sukabumi), Kedlmn:9 Km Dirasakan (MMI) III Nyalindung-Sukabumi, II Kota Sukabumi, #BMKG",[],[],[],14,52,185,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285571507486220289,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285571156192317440,1285571156192317440,1595339023000,2020-07-21,20:43:43,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:2.8, 21-Jul-20 20:21:43 WIB, Lok:7.02 LS, 106.96 BT (Pusat gempa berada di darat 10 km Tenggara Kota Sukabumi), Kedlmn:9 Km Dirasakan (MMI) III Nyalindung-Sukabumi, II Kota Sukabumi #BMKG pic.twitter.com/FJIQPOKDng",[],[],['https://pbs.twimg.com/media/EddEJzdVcAIGpHt.jpg'],5,50,155,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285571156192317440,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285557170445053953,1285557170445053953,1595335688000,2020-07-21,19:48:08,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.9, 21-Jul-20 19:28:49 WIB, Lok:5.10 LS, 103.80 BT (Pusat gempa berada di laut 169 km BaratLaut Bandarlampung), Kedlmn:57 Km Dirasakan (MMI) II Liwa #BMKG pic.twitter.com/eoPzZ3vmLJ",[],[],['https://pbs.twimg.com/media/Edc3bu4UYAEQAk4.jpg'],5,35,129,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285557170445053953,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285557164048658432,1285557164048658432,1595335687000,2020-07-21,19:48:07,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.9, 21/07/2020 19:28:49 (Pusat gempa di laut 169 km BaratLaut Bandarlampung), Kedlmn:57 Km Dirasakan (MMI) II Liwa, #BMKG",[],[],[],0,20,89,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285557164048658432,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285093616780640256,1285093616780640256,1595225168000,2020-07-20,13:06:08,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:5.3, 20-Jul-20 13:00:40 WIB, Lok:4.79 LS,134.03 BT (110 km BaratLaut KEP.ARU-MALUKU), Kedalaman:10 Km, tidak berpotensi tsunami #BMKG",[],[],[],1,9,66,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285093616780640256,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1285093494734770176,1285093494734770176,1595225139000,2020-07-20,13:05:39,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:5.3, 20-Jul-20 13:00:40 WIB, Lok:4.79 LS,134.03 BT (110 km BaratLaut KEP.ARU-MALUKU), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/1USKji9Q0F",[],[],[],4,49,171,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1285093494734770176,False,,1,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1284890635699281920,1284890635699281920,1595176774000,2020-07-19,23:39:34,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.1, 19-Jul-20 22:53:32 WIB, Lok:0.11 LS, 119.81 BT (Pusat gempa berada di Laut 10 km arah Barat Daya Tambu (Kab. Donggala)), Kedlmn:8 Km Dirasakan (MMI) II-III Tambu #BMKG pic.twitter.com/tNrc8Kk3Qc",[],[],['https://pbs.twimg.com/media/EdTZOTVUwAEG08m.jpg'],0,28,109,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1284890635699281920,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1284890516320956416,1284890516320956416,1595176745000,2020-07-19,23:39:05,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.1, 19/07/2020 22:53:32 (Pusat gempa di Laut 10 km arah Barat Daya Tambu (Kab.), Kedlmn:8 Km Dirasakan (MMI) II-III Tambu, #BMKG",[],[],[],1,9,62,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1284890516320956416,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1284826339208425472,1284826339208425472,1595161444000,2020-07-19,19:24:04,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.8, 19/07/2020 18:42:24 (Pusat gempa di laut 1 km BaratLaut Pulau Saringi), Kedlmn:10 Km Dirasakan (MMI) III Sumbawa, #BMKG",[],[],[],0,13,70,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1284826339208425472,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1284825935498248192,1284825935498248192,1595161348000,2020-07-19,19:22:28,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.8, 19-Jul-20 18:42:24 WIB, Lok:8.41 LS, 117.00 BT (Pusat gempa berada di laut 1 km BaratLaut Pulau Saringi), Kedlmn:10 Km Dirasakan (MMI) III Sumbawa #BMKG pic.twitter.com/3BmuUr4ALj",[],[],['https://pbs.twimg.com/media/EdSeYQDUcAAH1Sb.jpg'],1,17,41,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1284825935498248192,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1284825592949469185,1284825592949469185,1595161266000,2020-07-19,19:21:06,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4, 19/07/2020 18:41:39 (Pusat gempa di laut 9 km BaratLaut Pulau Saringi), Kedlmn:10 Km Dirasakan (MMI) III Sumbawa, #BMKG",[],[],[],1,11,72,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1284825592949469185,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1284825451467124741,1284825451467124741,1595161233000,2020-07-19,19:20:33,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4.0, 19-Jul-20 18:41:39 WIB, Lok:8.33 LS, 117.00 BT (Pusat gempa berada di laut 9 km BaratLaut Pulau Saringi), Kedlmn:10 Km Dirasakan (MMI) III Sumbawa #BMKG pic.twitter.com/JXqkQTxw7s",[],[],['https://pbs.twimg.com/media/EdSd8EtU4AQnYYZ.jpg'],0,15,43,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1284825451467124741,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1283984543855177729,1283984543855177729,1594960745000,2020-07-17,11:39:05,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.7, 17/07/2020 11:08:48 (Pusat gempa di laut 89 km barat daya Pangandaran), Kedlmn:18 Km Dirasakan (MMI) II Pangandaran, II Cipatujah, II Cibalong, II Tasikmalaya, II Karangnunggal, II Singajaya, #BMKG",[],[],[],0,38,133,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1283984543855177729,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1283984509856169984,1283984509856169984,1594960737000,2020-07-17,11:38:57,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:3.7, 17-Jul-20 11:08:48 WIB, Lok:8.18 LS, 107.85 BT (Pusat gempa berada di laut 89 km barat daya Pangandaran), Kedlmn:18 Km Dirasakan (MMI) II Pangandaran, II Cipatujah, II Cibalong, II Tasikmalaya, II Karangnunggal, II Singajaya #BMKG pic.twitter.com/tFL1iDGl2R",[],[],['https://pbs.twimg.com/media/EdGhG1oWoAEAjR1.jpg'],2,32,89,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1283984509856169984,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1283964188033871872,1283964188033871872,1594955891000,2020-07-17,10:18:11,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4.0, 17-Jul-20 09:54:31 WIB, Lok:3.36 LU, 97.13 BT (Pusat gempa berada di darat 14 km barat laut kabupaten Aceh Selatan), Kedlmn:36 Km Dirasakan (MMI) III Tapaktuan #BMKG pic.twitter.com/zcY0k4sMvb",[],[],['https://pbs.twimg.com/media/EdGOn7xU4AA3CO-.jpg'],0,25,95,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1283964188033871872,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1283964162050109440,1283964162050109440,1594955885000,2020-07-17,10:18:05,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:4, 17/07/2020 09:54:31 (Pusat gempa di darat 14 km barat laut kabupaten Aceh Selatan), Kedlmn:36 Km Dirasakan (MMI) III Tapaktuan, #BMKG",[],[],[],1,17,78,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1283964162050109440,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1283960381581324289,1283960381581324289,1594954984000,2020-07-17,10:03:04,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:7.3, 17-Jul-20 09:50:23 WIB, Lok:7.82 LS,147.70 BT (192 km TimurLaut PORTMORESBY-PNG), Kedalaman:87 Km, tidak berpotensi tsunami #BMKG",[],[],[],18,89,351,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1283960381581324289,False,,0,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
1283959939027701760,1283959939027701760,1594954878000,2020-07-17,10:01:18,WIB,108543358,infobmkg,BMKG,,"#Gempa Mag:7.3, 17-Jul-20 09:50:23 WIB, Lok:7.82 LS,147.70 BT (192 km TimurLaut PORTMORESBY-PNG), Kedlmn:87 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/VejAOhgxXz",[],[],[],58,299,618,"['#gempa', '#bmkg']",[],https://twitter.com/infoBMKG/status/1283959939027701760,False,,1,,,,,,,"[{'user_id': '108543358', 'username': 'infoBMKG'}]",,,,
