Created at,Description,Favorite count,Followers Count,Friends Count,Hastag,Location,Profile Image Url,Retweet,Statuses Count,Text,User ID,User Name
Wed Dec 08 02:38:50 +0000 2021,lil meow @alostparadies,0.0,7.0,61.0,[],,http://pbs.twimg.com/profile_images/1463059448084135938/3_Tv3dhx_normal.jpg,0.0,1027.0,@persephonous Gk suka menwa gua anjrkt,1.4684097060665016e+18,Izana Kurokawa
Wed Dec 08 00:56:08 +0000 2021,"98'
pluviophile",0.0,1701.0,348.0,[],Indonesia,http://pbs.twimg.com/profile_images/1464775226806321155/1LI6mblA_normal.jpg,0.0,84114.0,Ngomongin menwa baru sadar pernah nolak anak menwa😂🤣,1.4683838629966275e+18,galss
Tue Dec 07 23:33:18 +0000 2021,2020/10/30円頓寺商店街にopen!!Twitter始めてみました^^不慣れな為ぼちぼちの更新となりますがよろしくお願いします🤲  インスタです→ https://t.co/rJ8Xg1IfPI,2.0,44.0,37.0,"[{'text': '愛知', 'indices': [89, 92]}, {'text': '名古屋', 'indices': [93, 97]}, {'text': '円頓寺', 'indices': [98, 102]}, {'text': '円頓寺商店街', 'indices': [103, 110]}]",愛知 名古屋市 西区,http://pbs.twimg.com/profile_images/1360494129155743745/QdgGdDRe_normal.jpg,0.0,142.0,"出来ました❗️✨
本日より販売開始です❗️🍜
博多屋台の味
店長自慢の
「とんこつラーメン」
750円 です!
替玉150円
ご賞味くださいませ😋✨
お待ちしておりまする♪♪

#愛知 #名古屋 #円頓寺 #円頓寺商店街… https://t.co/mCebEeGjXm",1.4683630163666207e+18,ヌードル麺和 名古屋
Tue Dec 07 16:08:47 +0000 2021,"MasMin di sini • 
Info, Guyon, Event, Solo dan sekitarnya👍🏻
▪
No Politik•No SARA•No HOAX•No Ruwet 🥳 
#TXTSOC
#SPACESOC
📍SOC•2021 •
IG : @txtfromsoc",0.0,4936.0,496.0,[],"Surakarta, Jawa Tengah",http://pbs.twimg.com/profile_images/1457567889750253574/JLKP-Ypm_normal.jpg,1.0,11499.0,"RT @Ernestocera: @txtfromsoc pak @nadiemmakarim , jenengan ini MENDIKBUD, lho, pak. ini slh 1 univ negri bem @menwa_uns senior2nya bunuh ju…",1.4682511498661356e+18,txtdarisolo
Tue Dec 07 15:57:10 +0000 2021,,1.0,26.0,335.0,[],,http://pbs.twimg.com/profile_images/1312832014937018369/FuUd5Lb3_normal.jpg,1.0,1594.0,"@txtfromsoc pak @nadiemmakarim , jenengan ini MENDIKBUD, lho, pak. ini slh 1 univ negri bem @menwa_uns senior2nya b… https://t.co/c43DERDxXp",1.4682482274430894e+18,ernesto 'che' guevara
Tue Dec 07 15:14:25 +0000 2021,"⚠️RULES DI LINK BIO⚠️ BASE KITA BERSAMA || AUTOBase untuk sambat, curhat, dan berkirim pesan || Pengaduan: @halloUltramin ||PP/Medpar : unsmenfess@gmail.com",2.0,34674.0,3919.0,[],"Surakarta, Central Java",http://pbs.twimg.com/profile_images/1237603396497993730/qxEdmAue_normal.jpg,0.0,214307.0,"-11fess iki ngasi 2021 meh rampung, cah menwa jeh ra ono sing wani speak up ? Suwi suwi ndak iso tenggelam iki kasus e",1.46823746566844e+18,cek 📌UNS MENFESS
Tue Dec 07 15:03:04 +0000 2021,lebih ky drunk text drpd tweet,0.0,55.0,201.0,[],in your lap,http://pbs.twimg.com/profile_images/1467436376018735107/tbI8uft8_normal.jpg,0.0,6761.0,"itu yg ksus pelecehan kpi gmn dah, trus yg menwa uns gmana",1.468234611981525e+18,safe space
Tue Dec 07 14:37:43 +0000 2021,insan hina dimata lu,0.0,12.0,23.0,[],"Limpung, Batang",http://pbs.twimg.com/profile_images/1458370323967922182/sfOx3N0Z_normal.jpg,0.0,165.0,Aku kangen jaman menwa :’) jaman pradik:’) kangen nemen,1.4682282317823058e+18,Purwaningsih
Tue Dec 07 14:31:07 +0000 2021,"if you feel like i'm ignoring you, i really am lol",0.0,125.0,201.0,[],,http://pbs.twimg.com/profile_images/1468313027367735298/o_LwlEn0_normal.jpg,0.0,937.0,@garisterdepan emang kn w menwa mau apa loe,1.4682265706952868e+18,bini mingyu
Tue Dec 07 13:51:22 +0000 2021,"I enter tons of giveaways, and sometimes do some myself. If you win a giveaway, pls vouch me. #SansIsLegit |

#pyronoti #GoatedGang",1.0,849.0,584.0,[],,http://pbs.twimg.com/profile_images/1468289841645375493/3dGHM68G_normal.jpg,0.0,6720.0,"https://t.co/Lou8dNcXGm

Scammer alert.",1.4682165684421427e+18,Sans
Tue Dec 07 12:01:15 +0000 2021,UKM Jurnalistik Politeknik Statistika STIS. Salam MK! Bravo MK!,0.0,1975.0,76.0,[],OTISTA 64 C Jakarta Timur,http://pbs.twimg.com/profile_images/1091604589051146240/NO8ns8CV_normal.jpg,0.0,4821.0,"Tak hanya itu, diperkenalkan pula empat organisasi mahasiswa Polstat STIS, yakni Sema, DPM, SPD, dan Menwa serta ko… https://t.co/ekt6nmEmDr",1.4681888570488422e+18,Media Kampus STIS
Tue Dec 07 11:48:20 +0000 2021,chemistry²¹,0.0,101.0,188.0,[],The Netherlands,http://pbs.twimg.com/profile_images/1461932392914952194/cW8QnPQQ_normal.jpg,1662.0,1225.0,"RT @AREAJULID: Dis! Menwa lagi menwa lagii ,apa masih ttp organisasi ini ttp adaa? https://t.co/XLC2p5MrjW",1.4681856033930158e+18,𝐰𝐢𝐣𝐧𝐚𝐚𝐫𝐡𝐮𝐢𝐬²¹
Tue Dec 07 11:35:31 +0000 2021,"A journalist with Business Dev' task on his shoulder.

Login to Twitter when I'm bored | Eating Padang Food when I'm hungry",0.0,10068.0,3498.0,[],Jakarta,http://pbs.twimg.com/profile_images/1447817846491586560/XtKQNVHo_normal.jpg,0.0,60313.0,Hehehe... Gak jelas ini Menwa. https://t.co/JceiBxsIzh,1.4681823810770248e+18,Not Arif nor Rafi or Afri
Tue Dec 07 11:22:40 +0000 2021,ordinary saja,0.0,18.0,276.0,[],error503,http://pbs.twimg.com/profile_images/1468129991611146241/gS0MS06V_normal.jpg,0.0,312.0,"@barbwiegirl Buat semua yg suka perpeloncoan atas dasar solidaritas, masuk menwa aja sono gausah ngampus. terus kal… https://t.co/nlxtq34e0u",1.4681791464507597e+18,mercyous
Tue Dec 07 10:03:41 +0000 2021,Himpunan Mahasiswa Kesehatan Masyarakat UPN Veteran Jakarta Youtube : HMKM UPNVJ Twitter & Line@ : @hmkmupnvj Email : hmkm@upnvj.ac.id,0.0,708.0,68.0,[],"Kampus II UPNVJ - Limo, Depok",http://pbs.twimg.com/profile_images/1363673262870306820/waWFBP9h_normal.jpg,0.0,2829.0,"Maka dari itu, mari Kema UPNVJ untuk kembali mengingatkan bahwa gerakan kita belum selesai, tujuan kita belum terca… https://t.co/YI4km5YInH",1.4681592683061002e+18,HMKM UPNVJ
Tue Dec 07 10:03:13 +0000 2021,Himpunan Mahasiswa Kesehatan Masyarakat UPN Veteran Jakarta Youtube : HMKM UPNVJ Twitter & Line@ : @hmkmupnvj Email : hmkm@upnvj.ac.id,0.0,708.0,68.0,[],"Kampus II UPNVJ - Limo, Depok",http://pbs.twimg.com/profile_images/1363673262870306820/waWFBP9h_normal.jpg,0.0,2829.0,"Selasa, 30 November 2021 lalu kawan-kawan Aliansi UPNVJ Begerak telah melakukan aksi di depan gedung rektorat UPNVJ… https://t.co/f7oDiTWEjS",1.468159153067606e+18,HMKM UPNVJ
Tue Dec 07 10:02:30 +0000 2021,Himpunan Mahasiswa Kesehatan Masyarakat UPN Veteran Jakarta Youtube : HMKM UPNVJ Twitter & Line@ : @hmkmupnvj Email : hmkm@upnvj.ac.id,2.0,708.0,68.0,[],"Kampus II UPNVJ - Limo, Depok",http://pbs.twimg.com/profile_images/1363673262870306820/waWFBP9h_normal.jpg,0.0,2829.0,"[SERUAN AKSI MEDIA, MENWA MERENGGUT NYAWA]

Septermber lalu, kawan kita dari Kema UPNVJ telah meninggal dunia akiba… https://t.co/Z9IcKXZAkj",1.4681589719323812e+18,HMKM UPNVJ
Tue Dec 07 09:54:01 +0000 2021,"Official Twitter Account of S1 Ilmu Gizi UPN Veteran Jakarta for sharing information || Instagram: @HIMAGIUPNVJ || Line: @himagiupnvj 
(Humas HIMAGI)",0.0,1308.0,75.0,[],"UPNVJ Kampus II, Limo, Depok",http://pbs.twimg.com/profile_images/708983487999574016/Fbe4jnN2_normal.jpg,0.0,8054.0,"Bubarkan Menwa! 

Aksi media akan dilaksanakan
Selasa, 7 Desember 2021
Pukul : 19.00
Link poster aksi media :… https://t.co/r106m4W0Su",1.4681568360585216e+18,GIZI UPNVJakarta
Tue Dec 07 09:54:01 +0000 2021,"Official Twitter Account of S1 Ilmu Gizi UPN Veteran Jakarta for sharing information || Instagram: @HIMAGIUPNVJ || Line: @himagiupnvj 
(Humas HIMAGI)",0.0,1308.0,75.0,[],"UPNVJ Kampus II, Limo, Depok",http://pbs.twimg.com/profile_images/708983487999574016/Fbe4jnN2_normal.jpg,0.0,8054.0,"Maka dari itu, mari kawan-kawan Kema UPNVJ untuk kembali mengingatkan bahwa gerakan kita belum selesai, tujuan kita… https://t.co/IN6kc5FG4V",1.468156834540241e+18,GIZI UPNVJakarta
Tue Dec 07 09:54:00 +0000 2021,"Official Twitter Account of S1 Ilmu Gizi UPN Veteran Jakarta for sharing information || Instagram: @HIMAGIUPNVJ || Line: @himagiupnvj 
(Humas HIMAGI)",0.0,1308.0,75.0,[],"UPNVJ Kampus II, Limo, Depok",http://pbs.twimg.com/profile_images/708983487999574016/Fbe4jnN2_normal.jpg,0.0,8054.0,"kegiatan, menjadi sorotan atas kejadian ini. 

Selasa, 30 November 2021 lalu kawan-kawan Aliansi UPNVJ Begerak tela… https://t.co/Col99TaoAs",1.468156833013502e+18,GIZI UPNVJakarta
Tue Dec 07 09:54:00 +0000 2021,"Official Twitter Account of S1 Ilmu Gizi UPN Veteran Jakarta for sharing information || Instagram: @HIMAGIUPNVJ || Line: @himagiupnvj 
(Humas HIMAGI)",0.0,1308.0,75.0,[],"UPNVJ Kampus II, Limo, Depok",http://pbs.twimg.com/profile_images/708983487999574016/Fbe4jnN2_normal.jpg,0.0,8054.0,"[SERUAN AKSI MEDIA, MENWA MERENGGUT NYAWA]

Bulan septermber lalu, kawan kita dari Kema UPNVJ telah meninggal dunia… https://t.co/7PVKSH2Ofl",1.4681568304717865e+18,GIZI UPNVJakarta
Tue Dec 07 06:30:08 +0000 2021,QU LAW Student ⚖️,1.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,0.0,15507.0,مع صباح اخر يوم اختبار، اللهم اجعل ختامها مسك🎓❤️,1.4681055266428887e+18,MENWA🔱
Tue Dec 07 05:12:02 +0000 2021,pengen jadi buzzer,0.0,102.0,140.0,[],,http://pbs.twimg.com/profile_images/1320397189789564928/o12mNzYo_normal.jpg,0.0,2317.0,"Suka heran sama info loker yg requirement nya ""dapat bekerja dibawah tekanan"" 
Bukannya tiap kerjaannya itu pasti a… https://t.co/99J2Ute7hV",1.4680858713709036e+18,Bacanya dibalik
Tue Dec 07 01:08:28 +0000 2021,aq yo klenger,0.0,117.0,115.0,[],Zimbabwe,http://pbs.twimg.com/profile_images/1183977962372120576/O70zjlr1_normal.jpg,0.0,3041.0,@collegemenfess Menwa ajar wae dosen e,1.4680245774018355e+18,irfan haikal
Tue Dec 07 00:14:01 +0000 2021,,0.0,24.0,43.0,[],ID 024,http://pbs.twimg.com/profile_images/1461839314694803463/bqtf2N0f_normal.jpg,0.0,243.0,@txtdriormas @yusufabdnms Sebelahin sm menwa kek nya cucok min,1.4680108746400768e+18,Melukis masadepan
Mon Dec 06 22:42:18 +0000 2021,"Tidak ingin terkenal, cukup saling mengenal",0.0,570.0,388.0,[],"Sedati, Indonesia",http://pbs.twimg.com/profile_images/1375743796374200326/A-RIwKoV_normal.jpg,0.0,59901.0,@makhbarm Suwe2 ganti menwa ae,1.4679877938213233e+18,Y U D H A
Mon Dec 06 17:57:58 +0000 2021,"Live in this beautiful world and open your eyes wide, Kinta!",0.0,50.0,128.0,[],,http://pbs.twimg.com/profile_images/1442777770380218368/gLS3MlH5_normal.jpg,0.0,6833.0,"Setelah Menwa UPN Veteran yg berakhir maut sekarang adalagi sekolah penerbangan, katanya, yg menyekap murid2nya. In… https://t.co/2r0rD0Y8XQ",1.4679162367471575e+18,Kinta Petunia
Mon Dec 06 16:24:32 +0000 2021,QU LAW Student ⚖️,0.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,246.0,15507.0,RT @YaMsh3L: والعُسر مهما بلغ ، فاليُسر يتبعه .,1.4678927244477276e+18,MENWA🔱
Mon Dec 06 16:02:48 +0000 2021,QU LAW Student ⚖️,1.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,0.0,15507.0,اللهم انه اخر اختبار لي ، اللهم اجعل نهاية جهدي فرح يارب🎓,1.4678872550040617e+18,MENWA🔱
Mon Dec 06 16:01:56 +0000 2021,QU LAW Student ⚖️,0.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,3.0,15507.0,RT @_x2909: اللهم اكتب لي الخير حيثما كان وارضني به .,1.467887039186092e+18,MENWA🔱
Mon Dec 06 16:01:21 +0000 2021,QU LAW Student ⚖️,0.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,13.0,15507.0,RT @3nzi26: إلى متى وأنا أتعثر بالوصّل وأحاولك ؟,1.4678868909552927e+18,MENWA🔱
Mon Dec 06 16:00:37 +0000 2021,QU LAW Student ⚖️,0.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,235.0,15507.0,"RT @cigslyricbot: stay by my side, don’t let me go",1.4678867059864863e+18,MENWA🔱
Mon Dec 06 16:00:20 +0000 2021,QU LAW Student ⚖️,0.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,1173.0,15507.0,"RT @ertqae: “ لن ينسى الله خطوتك لِجبر الناس وأنت المغمُور بِِكسورك.""",1.467886633420796e+18,MENWA🔱
Mon Dec 06 16:00:01 +0000 2021,QU LAW Student ⚖️,0.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,23.0,15507.0,"RT @Njjoudd: يا عالمًا بالذي أخفيتُه أملاً هوّن، وقل لمراد القلبِ فلتكُنِ""..",1.467886556795003e+18,MENWA🔱
Mon Dec 06 15:56:44 +0000 2021,QU LAW Student ⚖️,0.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,63.0,15507.0,RT @__Q6i: لا أُحب الحديث مع شخص يجعلني في حالة حذرٍ مستمرة,1.4678857296699105e+18,MENWA🔱
Mon Dec 06 14:17:27 +0000 2021,"Official Account Badan Eksekutif Mahasiswa Fakultas Hukum UPNVJ | 📩 bemfhupnvj@gmail.com | Instagram: bemfhupnvj | LINE: @bemfhupnvj |
Youtube: BEM FH UPNVJ",0.0,182.0,0.0,[],"Jl. RS. Fatmawati Raya, 12450",http://pbs.twimg.com/profile_images/1247690116836909056/09G3xcJD_normal.jpg,0.0,1340.0,"Kita suarakan kembali gerakan kita untuk akhirnya mencapai tujuan tertinggi yaitu, Bubarkan Menwa! 

Aksi media aka… https://t.co/U4iRaaerky",1.4678607430851707e+18,BEM FH UPNVJ
Mon Dec 06 14:17:10 +0000 2021,"Official Account Badan Eksekutif Mahasiswa Fakultas Hukum UPNVJ | 📩 bemfhupnvj@gmail.com | Instagram: bemfhupnvj | LINE: @bemfhupnvj |
Youtube: BEM FH UPNVJ",0.0,182.0,0.0,[],"Jl. RS. Fatmawati Raya, 12450",http://pbs.twimg.com/profile_images/1247690116836909056/09G3xcJD_normal.jpg,0.0,1340.0,"Maka dari itu, mari kawan-kawan Kema UPNVJ untuk kembali mengingatkan bahwa gerakan kita belum selesai, tujuan kita… https://t.co/UYCEN1tWIP",1.467860673677779e+18,BEM FH UPNVJ
Mon Dec 06 14:16:47 +0000 2021,"Official Account Badan Eksekutif Mahasiswa Fakultas Hukum UPNVJ | 📩 bemfhupnvj@gmail.com | Instagram: bemfhupnvj | LINE: @bemfhupnvj |
Youtube: BEM FH UPNVJ",0.0,182.0,0.0,[],"Jl. RS. Fatmawati Raya, 12450",http://pbs.twimg.com/profile_images/1247690116836909056/09G3xcJD_normal.jpg,0.0,1340.0,"Selasa, 30 November 2021 lalu kawan-kawan Aliansi UPNVJ Begerak telah melakukan aksi di depan gedung rektorat UPNVJ… https://t.co/Stvts9QNaM",1.4678605745035387e+18,BEM FH UPNVJ
Mon Dec 06 14:16:10 +0000 2021,"Official Account Badan Eksekutif Mahasiswa Fakultas Hukum UPNVJ | 📩 bemfhupnvj@gmail.com | Instagram: bemfhupnvj | LINE: @bemfhupnvj |
Youtube: BEM FH UPNVJ",0.0,182.0,0.0,[],"Jl. RS. Fatmawati Raya, 12450",http://pbs.twimg.com/profile_images/1247690116836909056/09G3xcJD_normal.jpg,0.0,1340.0,"[SERUAN AKSI MEDIA, MENWA MERENGGUT NYAWA]

Bulan septermber lalu, kawan kita dari Kema UPNVJ telah meninggal dunia… https://t.co/AEzO10g3jG",1.4678604211891446e+18,BEM FH UPNVJ
Mon Dec 06 13:29:45 +0000 2021,الحمدلله على كل حال✨.,0.0,92.0,55.0,[],,http://pbs.twimg.com/profile_images/1379572659244179456/w6uuLTdP_normal.jpg,943.0,7580.0,"RT @HD207_: "" لَا تَخَفْ وَلَا تَحْزَنْ ۖ إِنَّا مُنَجُّوكَ .""🤍 https://t.co/Soxno60WvQ",1.4678487409334436e+18,MENWA🤍.
Mon Dec 06 13:29:41 +0000 2021,الحمدلله على كل حال✨.,0.0,92.0,55.0,[],,http://pbs.twimg.com/profile_images/1379572659244179456/w6uuLTdP_normal.jpg,1180.0,7580.0,RT @Msmhmdd: ليست صدفة أن تراها ..🤎 https://t.co/2nTDFesBmK,1.4678487218325504e+18,MENWA🤍.
Mon Dec 06 12:47:20 +0000 2021,ke twitter kalo lagi bosen belanja di IG,3.0,278.0,271.0,[],Wartel,http://pbs.twimg.com/profile_images/1413149934295998475/tKvhpdYh_normal.jpg,0.0,29870.0,"Pulang kantor ujan,bikin teh cap botol panas sambil muter album ini sambil rebahan di beanbag udah paling bener dar… https://t.co/zSQ6QFFTQs",1.4678380654774886e+18,SINNERMAN =w=
Mon Dec 06 12:44:12 +0000 2021,"Of course, twitter is my public diary u can ignore it if u don't like it.",0.0,215.0,194.0,[],,http://pbs.twimg.com/profile_images/1416932636107239425/WrCWNQT1_normal.jpg,0.0,5943.0,@pengwinningg Kayak ketua menwa :(,1.4678372758409953e+18,Icaaa
Mon Dec 06 11:52:15 +0000 2021,"studying public policy, doing shitpost, watching movies",0.0,3313.0,2692.0,[],,http://pbs.twimg.com/profile_images/1408435346614800386/uCWJtFQS_normal.jpg,0.0,28475.0,bu risma jaman kuliah ekskulnya menwa https://t.co/33r5Druaw7,1.4678242049721303e+18,felyyaa
Mon Dec 06 11:32:25 +0000 2021,gak ngegas gak jalan,0.0,589.0,631.0,[],"Bogor, Jawa Barat",http://pbs.twimg.com/profile_images/1406646931950948356/8JgUouWQ_normal.jpg,0.0,2552.0,@IbnuTasrip yang kasus menwa kok gada,1.4678192098664284e+18,Hamba Allah️️ ️️️️️️
Mon Dec 06 08:07:36 +0000 2021,Warga sipil,0.0,0.0,15.0,"[{'text': 'BukaData', 'indices': [15, 24]}]",,http://pbs.twimg.com/profile_images/1438222474043277314/ysxEzwho_normal.jpg,5.0,1.0,"RT @MataNajwa: #BukaData - Menwa Bikin Celaka: Apa Efek Sipil Dilatih Militer ke Karier dan Kriminalitas?
https://t.co/kWNCABg4pQ

Di Indon…",1.4677676684175688e+18,Art_ iqball
Mon Dec 06 07:54:10 +0000 2021,A B S U R D I T A S,0.0,259.0,328.0,[],St.Pauli,http://pbs.twimg.com/profile_images/1464533295614468101/2OCJdsuC_normal.jpg,0.0,4544.0,@elwa @fullmoonfolks Oalahh ternyata abis diklat Menwa.,1.4677642873894502e+18,BVRVH
Mon Dec 06 07:17:55 +0000 2021,km cp y,0.0,1576.0,1456.0,[],,http://pbs.twimg.com/profile_images/1426883529548320775/s3Fb8N4K_normal.jpg,0.0,398.0,@collegemenfess Kampus menwa,1.467755164941521e+18,anak baik 🍞
Mon Dec 06 06:49:03 +0000 2021,,0.0,808.0,284.0,[],"ÜT: 0.0,0.0",http://pbs.twimg.com/profile_images/1075019420328550400/a9qaZd0M_normal.jpg,2.0,148366.0,"RT @kompascom: Mahasiswi D3 Fisioterapi UPN Veteran Jakarta, Fauzia Nabila atau Lala, meninggal dunia saat mengikuti kegiatan diklat menwa…",1.4677478990899732e+18,#LamYalidWaLamYuulad
Mon Dec 06 06:44:07 +0000 2021,"livin' in a life that gave me so much color, but i choose to be in monochrome.",0.0,649.0,668.0,[],bdg - yog.,http://pbs.twimg.com/profile_images/1457207150820741120/2MN4aYgY_normal.jpg,0.0,15799.0,Ni zeus kudu belajar nembak dulu anjir di diksar menwa. Nembak petir miss mulu. Minimal belajar sama luxxy zuxxy dah.,1.4677466572027003e+18,kyy.
Mon Dec 06 05:50:31 +0000 2021,#IndonesiaTanpaJamet,0.0,1430.0,1892.0,[],Bumi Allah,http://pbs.twimg.com/profile_images/1385422614785499138/9grlXXMf_normal.jpg,0.0,38099.0,Dah dipecat. Semua happy. Kecuali keluarga randi. Otw masuk menwa kampus https://t.co/sZQ1AtCp83,1.4677331711815475e+18,Ragil 🌐
Mon Dec 06 05:31:51 +0000 2021,Aku suka makan dan suka kamu.,0.0,1.0,128.0,[],,http://pbs.twimg.com/profile_images/1459104107822604290/xVqUFirW_normal.jpg,0.0,29.0,@AlwiHuseinAlHa1 Berarti menwa bayar mulu ya. Wkwk,1.467728473909203e+18,EL_pakningi
Mon Dec 06 05:25:03 +0000 2021,We're just two lost souls swimming in a fish bowl year after year,0.0,238.0,968.0,[],Tangkoko National Park,http://pbs.twimg.com/profile_images/1460618269757362176/Hz6MoIUn_normal.jpg,0.0,12848.0,"@MedulaOblongan Menwa hidup
menma...",1.4677267621675868e+18,Silver Spoon
Mon Dec 06 04:37:49 +0000 2021,Magha Sun with Krittika mask trying to hide the Ashlesha inside | 🇮🇩 | Please read pinned tweet for tarot reading,0.0,278.0,346.0,[],"West Java, Indonesia",http://pbs.twimg.com/profile_images/1465174386319585282/90VKNG9N_normal.jpg,5.0,7106.0,"RT @CNNIndonesia: Menwa pertama kali muncul dengan nama Wala, yang dibentuk untuk melibatkan mahasiswa dalam kegiatan bela negara. Namun, s…",1.4677148762901258e+18,Oji 🍀
Mon Dec 06 04:29:52 +0000 2021,"What makes you special? Don't think too hard, just have fun with it.",0.0,107.0,902.0,[],Where do you live?,http://pbs.twimg.com/profile_images/1194432669427232769/cr9GaJyN_normal.jpg,0.0,5365.0,"@CNNIndonesia Menwa.
Pada jaman mbah Harto, menwa ... ...",1.4677128736861757e+18,AW. Wikanadi 
Mon Dec 06 04:21:40 +0000 2021,,0.0,201.0,226.0,[],,http://pbs.twimg.com/profile_images/1460428143097901059/71jmFtwh_normal.jpg,40.0,18857.0,"RT @HimagiUPNVJ: [UPNVJ BERGERAK!]

Belakangan ini Resimen Mahasiswa telah menjadi pembicaraan yang hangat di masyarakat. Kasus meninggalny…",1.4677108100340367e+18,angel kinda ia
Mon Dec 06 04:16:23 +0000 2021,"eSDe, eSeMPe, eSeMA
Knowledge is power, 
Mathematics is the Queen of the Sciences and Number Theory the Queen of Mathematics, I'm just a laborer",0.0,1370.0,1569.0,[],"Blora, Indonesia",http://pbs.twimg.com/profile_images/1466957696259686405/W4mnqsnZ_normal.jpg,1.0,12140.0,RT @Jateng_Twit: Menwa UNS apa kabar?,1.4677094810478387e+18,anto_orang pinggiran 🇮🇩
Mon Dec 06 04:14:54 +0000 2021,"akun ini didampingi pengacara handal
jangan main-main dengan akun ini

""Manhaj Salaf for Beginner""

business inquiry : Datangi Kuburan terdekat",0.0,13746.0,1338.0,[],DM urusan Agama Welcomed ,http://pbs.twimg.com/profile_images/1440123910364614660/5myUtZiq_normal.jpg,2.0,261181.0,"RT @kompascom: Mahasiswi D3 Fisioterapi UPN Veteran Jakarta, Fauzia Nabila atau Lala, meninggal dunia saat mengikuti kegiatan diklat menwa…",1.4677091052844032e+18,txtdariken𝕂𝔸𝔽𝔸ℕ tiksdiriKIFIN
Mon Dec 06 04:14:04 +0000 2021,"Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya",2.0,8291299.0,25.0,[],Jakarta,http://pbs.twimg.com/profile_images/1437591269304254466/zXoc9_vR_normal.jpg,2.0,2019874.0,"Mahasiswi D3 Fisioterapi UPN Veteran Jakarta, Fauzia Nabila atau Lala, meninggal dunia saat mengikuti kegiatan dikl… https://t.co/cECpG9LmVm",1.4677088989707715e+18,Kompas.com
Mon Dec 06 04:13:19 +0000 2021,"Naive person, native Sundanese.
Random topic, tweet by me.",0.0,877.0,2135.0,[],Terra,http://pbs.twimg.com/profile_images/1449616516043866114/haLdKesI_normal.jpg,5.0,153704.0,"RT @CNNIndonesia: Menwa pertama kali muncul dengan nama Wala, yang dibentuk untuk melibatkan mahasiswa dalam kegiatan bela negara. Namun, s…",1.467708710306734e+18,"Even as we tired, we tried."
Mon Dec 06 04:13:14 +0000 2021,I think without the box when others think outside the box,0.0,281.0,528.0,[],,http://pbs.twimg.com/profile_images/1314951443250511872/gJRCjnm7_normal.jpg,5.0,43921.0,"RT @CNNIndonesia: Menwa pertama kali muncul dengan nama Wala, yang dibentuk untuk melibatkan mahasiswa dalam kegiatan bela negara. Namun, s…",1.467708686160171e+18,X-MAN
Mon Dec 06 04:08:21 +0000 2021,New Account JatengTwit | Informasi 29 Kabupaten & 6 Kota Se-Jawa Tengah | Ig : JatengPict | Kerjasama langsung DM kami,2.0,23024.0,429.0,[],Indonesia,http://pbs.twimg.com/profile_images/1433284107228770309/3lkDTeqK_normal.jpg,1.0,51349.0,Menwa UNS apa kabar?,1.467707457329787e+18,Info Jateng
Mon Dec 06 04:06:16 +0000 2021,New Account JatengTwit | Informasi 29 Kabupaten & 6 Kota Se-Jawa Tengah | Ig : JatengPict | Kerjasama langsung DM kami,2.0,23024.0,429.0,[],Indonesia,http://pbs.twimg.com/profile_images/1433284107228770309/3lkDTeqK_normal.jpg,0.0,51349.0,"Menwa terossss

Kasus tewasnya seorang mahasiswi UPN Veteran Jakarta (UPNVJ) bernama Fauziyah Nabilah membuat kegia… https://t.co/iAUfsAZ9uG",1.4677069331927122e+18,Info Jateng
Mon Dec 06 04:05:46 +0000 2021,"Berita Terkini: Tempatan, Luar Negara, Hiburan dan Sukan",0.0,1073.0,2120.0,[],Malaysia,http://pbs.twimg.com/profile_images/1393186558304346117/RwdhPmQR_normal.jpg,5.0,766969.0,"RT @CNNIndonesia: Menwa pertama kali muncul dengan nama Wala, yang dibentuk untuk melibatkan mahasiswa dalam kegiatan bela negara. Namun, s…",1.467706808407978e+18,AKMAL ARIF
Mon Dec 06 04:00:51 +0000 2021,"Indonesian living in The Big Durian. Insurance agent. Enjoys running, lifehacks, news updates and city development issues. 🇮🇩",0.0,18749.0,2174.0,[],"Jakarta, Indonesia",http://pbs.twimg.com/profile_images/1409661345297932294/-7HeclBP_normal.jpg,5.0,197619.0,"RT @CNNIndonesia: Menwa pertama kali muncul dengan nama Wala, yang dibentuk untuk melibatkan mahasiswa dalam kegiatan bela negara. Namun, s…",1.467705571839148e+18,Daniel Giovanni Latumahina
